"행정구역","2016년_계_총인구수","2016년_계_연령구간인구수","2016년_계_0~9세","2016년_계_10~19세","2016년_계_20~29세","2016년_계_30~39세","2016년_계_40~49세","2016년_계_50~59세","2016년_계_60~69세","2016년_계_70~79세","2016년_계_80~89세","2016년_계_90~99세","2016년_계_100세 이상","2016년_남_총인구수","2016년_남_연령구간인구수","2016년_남_0~9세","2016년_남_10~19세","2016년_남_20~29세","2016년_남_30~39세","2016년_남_40~49세","2016년_남_50~59세","2016년_남_60~69세","2016년_남_70~79세","2016년_남_80~89세","2016년_남_90~99세","2016년_남_100세 이상","2016년_여_총인구수","2016년_여_연령구간인구수","2016년_여_0~9세","2016년_여_10~19세","2016년_여_20~29세","2016년_여_30~39세","2016년_여_40~49세","2016년_여_50~59세","2016년_여_60~69세","2016년_여_70~79세","2016년_여_80~89세","2016년_여_90~99세","2016년_여_100세 이상","2017년_계_총인구수","2017년_계_연령구간인구수","2017년_계_0~9세","2017년_계_10~19세","2017년_계_20~29세","2017년_계_30~39세","2017년_계_40~49세","2017년_계_50~59세","2017년_계_60~69세","2017년_계_70~79세","2017년_계_80~89세","2017년_계_90~99세","2017년_계_100세 이상","2017년_남_총인구수","2017년_남_연령구간인구수","2017년_남_0~9세","2017년_남_10~19세","2017년_남_20~29세","2017년_남_30~39세","2017년_남_40~49세","2017년_남_50~59세","2017년_남_60~69세","2017년_남_70~79세","2017년_남_80~89세","2017년_남_90~99세","2017년_남_100세 이상","2017년_여_총인구수","2017년_여_연령구간인구수","2017년_여_0~9세","2017년_여_10~19세","2017년_여_20~29세","2017년_여_30~39세","2017년_여_40~49세","2017년_여_50~59세","2017년_여_60~69세","2017년_여_70~79세","2017년_여_80~89세","2017년_여_90~99세","2017년_여_100세 이상","2018년_계_총인구수","2018년_계_연령구간인구수","2018년_계_0~9세","2018년_계_10~19세","2018년_계_20~29세","2018년_계_30~39세","2018년_계_40~49세","2018년_계_50~59세","2018년_계_60~69세","2018년_계_70~79세","2018년_계_80~89세","2018년_계_90~99세","2018년_계_100세 이상","2018년_남_총인구수","2018년_남_연령구간인구수","2018년_남_0~9세","2018년_남_10~19세","2018년_남_20~29세","2018년_남_30~39세","2018년_남_40~49세","2018년_남_50~59세","2018년_남_60~69세","2018년_남_70~79세","2018년_남_80~89세","2018년_남_90~99세","2018년_남_100세 이상","2018년_여_총인구수","2018년_여_연령구간인구수","2018년_여_0~9세","2018년_여_10~19세","2018년_여_20~29세","2018년_여_30~39세","2018년_여_40~49세","2018년_여_50~59세","2018년_여_60~69세","2018년_여_70~79세","2018년_여_80~89세","2018년_여_90~99세","2018년_여_100세 이상","2019년_계_총인구수","2019년_계_연령구간인구수","2019년_계_0~9세","2019년_계_10~19세","2019년_계_20~29세","2019년_계_30~39세","2019년_계_40~49세","2019년_계_50~59세","2019년_계_60~69세","2019년_계_70~79세","2019년_계_80~89세","2019년_계_90~99세","2019년_계_100세 이상","2019년_남_총인구수","2019년_남_연령구간인구수","2019년_남_0~9세","2019년_남_10~19세","2019년_남_20~29세","2019년_남_30~39세","2019년_남_40~49세","2019년_남_50~59세","2019년_남_60~69세","2019년_남_70~79세","2019년_남_80~89세","2019년_남_90~99세","2019년_남_100세 이상","2019년_여_총인구수","2019년_여_연령구간인구수","2019년_여_0~9세","2019년_여_10~19세","2019년_여_20~29세","2019년_여_30~39세","2019년_여_40~49세","2019년_여_50~59세","2019년_여_60~69세","2019년_여_70~79세","2019년_여_80~89세","2019년_여_90~99세","2019년_여_100세 이상","2020년_계_총인구수","2020년_계_연령구간인구수","2020년_계_0~9세","2020년_계_10~19세","2020년_계_20~29세","2020년_계_30~39세","2020년_계_40~49세","2020년_계_50~59세","2020년_계_60~69세","2020년_계_70~79세","2020년_계_80~89세","2020년_계_90~99세","2020년_계_100세 이상","2020년_남_총인구수","2020년_남_연령구간인구수","2020년_남_0~9세","2020년_남_10~19세","2020년_남_20~29세","2020년_남_30~39세","2020년_남_40~49세","2020년_남_50~59세","2020년_남_60~69세","2020년_남_70~79세","2020년_남_80~89세","2020년_남_90~99세","2020년_남_100세 이상","2020년_여_총인구수","2020년_여_연령구간인구수","2020년_여_0~9세","2020년_여_10~19세","2020년_여_20~29세","2020년_여_30~39세","2020년_여_40~49세","2020년_여_50~59세","2020년_여_60~69세","2020년_여_70~79세","2020년_여_80~89세","2020년_여_90~99세","2020년_여_100세 이상","2021년_계_총인구수","2021년_계_연령구간인구수","2021년_계_0~9세","2021년_계_10~19세","2021년_계_20~29세","2021년_계_30~39세","2021년_계_40~49세","2021년_계_50~59세","2021년_계_60~69세","2021년_계_70~79세","2021년_계_80~89세","2021년_계_90~99세","2021년_계_100세 이상","2021년_남_총인구수","2021년_남_연령구간인구수","2021년_남_0~9세","2021년_남_10~19세","2021년_남_20~29세","2021년_남_30~39세","2021년_남_40~49세","2021년_남_50~59세","2021년_남_60~69세","2021년_남_70~79세","2021년_남_80~89세","2021년_남_90~99세","2021년_남_100세 이상","2021년_여_총인구수","2021년_여_연령구간인구수","2021년_여_0~9세","2021년_여_10~19세","2021년_여_20~29세","2021년_여_30~39세","2021년_여_40~49세","2021년_여_50~59세","2021년_여_60~69세","2021년_여_70~79세","2021년_여_80~89세","2021년_여_90~99세","2021년_여_100세 이상"
"대전광역시 동구 (3011000000)","234,959","234,959","19,998","23,557","31,056","32,580","37,759","38,335","27,663","16,770","6,378","781","82","118,911","118,911","10,279","12,317","16,917","17,098","19,862","19,294","13,378","7,355","2,181","206","24","116,048","116,048","9,719","11,240","14,139","15,482","17,897","19,041","14,285","9,415","4,197","575","58","230,516","230,516","18,488","22,670","30,724","30,258","36,891","37,764","28,634","17,359","6,791","854","83","116,523","116,523","9,513","11,850","16,536","15,939","19,476","19,045","13,857","7,666","2,399","219","23","113,993","113,993","8,975","10,820","14,188","14,319","17,415","18,719","14,777","9,693","4,392","635","60","229,071","229,071","17,354","21,779","30,858","29,154","35,818","38,093","29,648","18,021","7,315","948","83","115,735","115,735","8,957","11,324","16,585","15,423","18,902","19,267","14,349","8,064","2,604","239","21","113,336","113,336","8,397","10,455","14,273","13,731","16,916","18,826","15,299","9,957","4,711","709","62","226,771","226,771","16,248","20,891","30,798","27,440","34,796","37,871","31,092","18,551","7,926","1,073","85","114,447","114,447","8,375","10,796","16,458","14,659","18,337","19,294","15,068","8,326","2,847","263","24","112,324","112,324","7,873","10,095","14,340","12,781","16,459","18,577","16,024","10,225","5,079","810","61","223,021","223,021","15,010","19,901","30,186","25,852","34,080","36,736","32,564","19,150","8,315","1,129","98","112,416","112,416","7,725","10,325","15,943","13,992","17,910","18,839","15,786","8,596","2,988","284","28","110,605","110,605","7,285","9,576","14,243","11,860","16,170","17,897","16,778","10,554","5,327","845","70","222,222","222,222","14,156","19,474","30,090","25,243","33,446","36,280","34,291","19,154","8,880","1,174","34","111,953","111,953","7,348","10,087","15,862","13,646","17,511","18,762","16,588","8,640","3,215","288","6","110,269","110,269","6,808","9,387","14,228","11,597","15,935","17,518","17,703","10,514","5,665","886","28"
"대전광역시 중구 (3014000000)","252,490","252,490","20,767","27,160","32,300","33,713","42,528","40,612","29,592","17,854","6,992","906","66","125,383","125,383","10,735","14,105","16,934","16,971","21,663","20,315","14,042","7,946","2,429","227","16","127,107","127,107","10,032","13,055","15,366","16,742","20,865","20,297","15,550","9,908","4,563","679","50","248,933","248,933","19,281","25,907","32,331","31,806","41,490","40,253","30,631","18,618","7,550","1,001","65","123,492","123,492","9,934","13,410","16,997","16,102","21,078","20,093","14,556","8,350","2,700","257","15","125,441","125,441","9,347","12,497","15,334","15,704","20,412","20,160","16,075","10,268","4,850","744","50","244,421","244,421","17,850","24,720","31,934","30,054","39,679","40,360","31,262","19,311","8,084","1,103","64","121,056","121,056","9,121","12,822","16,659","15,264","20,267","20,134","14,847","8,689","2,955","281","17","123,365","123,365","8,729","11,898","15,275","14,790","19,412","20,226","16,415","10,622","5,129","822","47","240,473","240,473","16,647","23,326","31,478","27,951","38,258","40,494","32,297","19,981","8,793","1,171","77","118,864","118,864","8,505","12,077","16,241","14,331","19,458","20,305","15,349","9,004","3,299","276","19","121,609","121,609","8,142","11,249","15,237","13,620","18,800","20,189","16,948","10,977","5,494","895","58","235,550","235,550","15,174","21,987","30,940","26,091","36,905","39,694","33,603","20,588","9,214","1,269","85","116,233","116,233","7,763","11,332","15,848","13,430","18,729","20,046","16,011","9,269","3,475","309","21","119,317","119,317","7,411","10,655","15,092","12,661","18,176","19,648","17,592","11,319","5,739","960","64","230,341","230,341","13,883","20,948","30,051","24,970","35,204","38,869","34,798","20,521","9,735","1,326","36","113,507","113,507","7,099","10,816","15,297","12,898","17,799","19,703","16,646","9,189","3,740","312","8","116,834","116,834","6,784","10,132","14,754","12,072","17,405","19,166","18,152","11,332","5,995","1,014","28"
"대전광역시 서구 (3017000000)","491,011","491,011","45,085","60,039","73,388","72,701","87,129","77,268","43,383","21,755","8,988","1,193","82","242,044","242,044","23,188","31,153","37,842","36,170","41,723","37,807","21,317","9,660","2,887","280","17","248,967","248,967","21,897","28,886","35,546","36,531","45,406","39,461","22,066","12,095","6,101","913","65","487,448","487,448","43,347","56,978","73,987","70,956","85,117","77,073","46,205","22,872","9,511","1,323","79","240,298","240,298","22,352","29,481","38,058","35,584","40,947","37,466","22,646","10,247","3,191","309","17","247,150","247,150","20,995","27,497","35,929","35,372","44,170","39,607","23,559","12,625","6,320","1,014","62","484,663","484,663","41,804","54,491","74,039","69,744","82,176","78,266","48,629","23,838","10,152","1,440","84","238,678","238,678","21,526","28,168","37,882","35,204","39,605","37,901","23,778","10,760","3,497","344","13","245,985","245,985","20,278","26,323","36,157","34,540","42,571","40,365","24,851","13,078","6,655","1,096","71","481,222","481,222","40,343","52,034","73,711","67,975","80,080","78,531","51,385","24,579","10,957","1,542","85","236,851","236,851","20,718","26,911","37,620","34,474","38,791","37,997","24,916","11,198","3,845","363","18","244,371","244,371","19,625","25,123","36,091","33,501","41,289","40,534","26,469","13,381","7,112","1,179","67","477,880","477,880","38,092","49,693","74,090","65,899","78,525","77,731","54,755","26,027","11,304","1,672","92","235,112","235,112","19,661","25,654","37,740","33,683","37,979","37,636","26,346","11,962","4,047","386","18","242,768","242,768","18,431","24,039","36,350","32,216","40,546","40,095","28,409","14,065","7,257","1,286","74","473,365","473,365","35,861","48,149","72,847","64,713","76,261","76,797","58,390","26,485","12,047","1,766","49","232,714","232,714","18,470","24,805","37,149","33,146","36,910","37,251","27,998","12,130","4,451","397","7","240,651","240,651","17,391","23,344","35,698","31,567","39,351","39,546","30,392","14,355","7,596","1,369","42"
"대전광역시 유성구 (3020000000)","343,222","343,222","40,595","42,650","49,132","58,669","62,562","49,159","23,588","10,942","5,106","768","51","173,072","173,072","20,908","22,161","26,443","29,568","30,862","24,784","11,957","4,691","1,522","166","10","170,150","170,150","19,687","20,489","22,689","29,101","31,700","24,375","11,631","6,251","3,584","602","41","348,428","348,428","39,846","41,660","50,527","58,847","62,819","50,763","26,100","11,522","5,456","836","52","175,744","175,744","20,559","21,692","27,127","29,866","30,918","25,409","13,224","5,053","1,696","187","13","172,684","172,684","19,287","19,968","23,400","28,981","31,901","25,354","12,876","6,469","3,760","649","39","349,790","349,790","38,458","40,374","51,305","58,195","61,652","52,520","28,224","12,252","5,849","907","54","176,412","176,412","19,847","21,054","27,582","29,684","30,308","26,207","14,233","5,440","1,834","211","12","173,378","173,378","18,611","19,320","23,723","28,511","31,344","26,313","13,991","6,812","4,015","696","42","349,373","349,373","36,686","39,145","51,684","56,841","60,821","53,385","30,799","12,796","6,162","998","56","176,415","176,415","18,950","20,365","27,875","29,259","29,949","26,514","15,469","5,808","1,995","219","12","172,958","172,958","17,736","18,780","23,809","27,582","30,872","26,871","15,330","6,988","4,167","779","44","351,047","351,047","34,946","38,155","52,744","56,069","60,445","54,074","33,611","13,453","6,411","1,082","57","177,240","177,240","17,980","19,752","28,314","29,156","29,737","26,996","16,723","6,215","2,109","246","12","173,807","173,807","16,966","18,403","24,430","26,913","30,708","27,078","16,888","7,238","4,302","836","45","351,277","351,277","33,129","37,818","52,312","54,802","59,950","54,745","36,673","13,867","6,816","1,141","24","177,463","177,463","17,061","19,578","28,055","28,748","29,452","27,333","18,166","6,509","2,308","250","3","173,814","173,814","16,068","18,240","24,257","26,054","30,498","27,412","18,507","7,358","4,508","891","21"
"대전광역시 대덕구 (3023000000)","192,688","192,688","15,631","22,510","26,920","25,216","34,287","33,737","19,424","10,454","4,020","462","27","97,879","97,879","8,034","11,786","14,709","13,198","17,337","17,266","9,557","4,591","1,292","103","6","94,809","94,809","7,597","10,724","12,211","12,018","16,950","16,471","9,867","5,863","2,728","359","21","186,902","186,902","14,256","20,790","26,404","23,417","32,388","33,444","20,474","10,873","4,294","527","35","94,912","94,912","7,312","10,900","14,480","12,303","16,410","17,032","10,143","4,798","1,412","111","11","91,990","91,990","6,944","9,890","11,924","11,114","15,978","16,412","10,331","6,075","2,882","416","24","181,991","181,991","13,031","19,173","25,819","21,893","30,327","33,744","21,392","11,334","4,654","590","34","92,457","92,457","6,688","10,010","14,230","11,610","15,470","17,087","10,621","5,001","1,617","113","10","89,534","89,534","6,343","9,163","11,589","10,283","14,857","16,657","10,771","6,333","3,037","477","24","177,031","177,031","11,905","17,783","24,958","20,273","28,526","33,588","22,734","11,606","5,015","613","30","90,030","90,030","6,052","9,289","13,865","10,898","14,553","17,077","11,255","5,146","1,770","117","8","87,001","87,001","5,853","8,494","11,093","9,375","13,973","16,511","11,479","6,460","3,245","496","22","176,384","176,384","11,307","16,700","24,528","20,177","27,261","33,686","24,620","12,102","5,275","689","39","89,698","89,698","5,693","8,714","13,576","11,032","13,883","17,121","12,194","5,467","1,866","142","10","86,686","86,686","5,614","7,986","10,952","9,145","13,378","16,565","12,426","6,635","3,409","547","29","175,046","175,046","10,519","15,786","24,097","19,941","26,157","33,326","26,362","12,363","5,721","748","26","88,989","88,989","5,317","8,241","13,301","10,940","13,400","16,918","13,008","5,671","2,033","158","2","86,057","86,057","5,202","7,545","10,796","9,001","12,757","16,408","13,354","6,692","3,688","590","24"
"울산광역시  (3100000000)","1,172,304","1,172,304","115,921","132,712","158,704","177,144","206,835","205,095","108,980","47,361","17,214","2,200","138","603,797","603,797","59,830","70,341","89,203","92,915","103,270","106,288","55,466","21,133","4,969","354","28","568,507","568,507","56,091","62,371","69,501","84,229","103,565","98,807","53,514","26,228","12,245","1,846","110","1,165,132","1,165,132","112,441","126,894","156,966","171,065","201,695","207,642","116,984","50,444","18,430","2,418","153","599,480","599,480","58,121","67,173","87,948","89,790","101,208","107,075","59,321","22,967","5,475","374","28","565,652","565,652","54,320","59,721","69,018","81,275","100,487","100,567","57,663","27,477","12,955","2,044","125","1,155,623","1,155,623","108,363","121,540","153,359","166,208","194,425","210,492","124,918","53,882","19,654","2,624","158","593,819","593,819","55,907","64,182","85,599","87,270","98,205","107,974","63,245","24,983","6,011","411","32","561,804","561,804","52,456","57,358","67,760","78,938","96,220","102,518","61,673","28,899","13,643","2,213","126","1,148,019","1,148,019","104,371","116,733","149,137","159,743","190,771","211,359","134,651","56,946","21,222","2,928","158","589,712","589,712","53,757","61,537","83,553","84,210","96,712","107,891","68,074","26,701","6,780","466","31","558,307","558,307","50,614","55,196","65,584","75,533","94,059","103,468","66,577","30,245","14,442","2,462","127","1,136,017","1,136,017","98,506","112,420","144,569","151,705","187,808","209,521","145,347","60,168","22,712","3,086","175","583,708","583,708","50,619","59,174","81,200","80,565","95,644","106,610","73,250","28,575","7,503","533","35","552,309","552,309","47,887","53,246","63,369","71,140","92,164","102,911","72,097","31,593","15,209","2,553","140","1,121,592","1,121,592","92,018","109,990","137,422","144,891","183,954","207,056","155,775","63,024","24,119","3,276","67","576,217","576,217","47,302","57,743","77,588","77,145","94,084","105,062","78,393","30,110","8,218","568","4","545,375","545,375","44,716","52,247","59,834","67,746","89,870","101,994","77,382","32,914","15,901","2,708","63"
"울산광역시 중구 (3111000000)","242,536","242,536","21,821","25,512","33,029","34,778","41,216","44,369","25,933","11,580","3,828","426","44","123,702","123,702","11,372","13,732","18,289","18,226","20,402","22,476","12,751","5,203","1,182","59","10","118,834","118,834","10,449","11,780","14,740","16,552","20,814","21,893","13,182","6,377","2,646","367","34","238,652","238,652","21,051","24,090","32,200","33,163","39,572","44,253","27,388","12,314","4,105","469","47","121,578","121,578","11,031","12,929","17,824","17,326","19,726","22,358","13,428","5,565","1,320","62","9","117,074","117,074","10,020","11,161","14,376","15,837","19,846","21,895","13,960","6,749","2,785","407","38","231,973","231,973","19,787","22,660","30,485","31,130","37,390","43,819","28,694","13,010","4,428","524","46","117,934","117,934","10,349","12,139","16,892","16,204","18,796","22,028","14,094","5,886","1,469","68","9","114,039","114,039","9,438","10,521","13,593","14,926","18,594","21,791","14,600","7,124","2,959","456","37","223,581","223,581","18,033","21,181","28,559","28,405","35,613","42,564","30,092","13,668","4,809","605","52","113,526","113,526","9,352","11,335","15,928","14,853","18,040","21,251","14,758","6,244","1,657","98","10","110,055","110,055","8,681","9,846","12,631","13,552","17,573","21,313","15,334","7,424","3,152","507","42","217,595","217,595","16,638","20,118","26,816","26,371","34,258","41,403","31,856","14,282","5,163","630","60","110,201","110,201","8,579","10,738","14,945","13,823","17,485","20,616","15,511","6,576","1,805","110","13","107,394","107,394","8,059","9,380","11,871","12,548","16,773","20,787","16,345","7,706","3,358","520","47","212,883","212,883","15,265","19,455","25,187","25,105","33,097","40,252","33,526","14,861","5,467","657","11","107,736","107,736","7,858","10,332","14,133","13,186","16,910","20,049","16,319","6,885","1,950","113","1","105,147","105,147","7,407","9,123","11,054","11,919","16,187","20,203","17,207","7,976","3,517","544","10"
"울산광역시 남구 (3114000000)","340,714","340,714","28,942","40,046","49,859","48,614","62,089","61,966","31,862","12,680","4,133","496","27","173,960","173,960","15,085","21,262","27,727","25,184","29,791","31,660","16,199","5,754","1,201","91","6","166,754","166,754","13,857","18,784","22,132","23,430","32,298","30,306","15,663","6,926","2,932","405","21","335,439","335,439","27,540","37,331","49,388","46,579","59,346","62,423","34,224","13,518","4,508","550","32","171,142","171,142","14,263","19,831","27,479","24,257","28,635","31,653","17,286","6,270","1,362","98","8","164,297","164,297","13,277","17,500","21,909","22,322","30,711","30,770","16,938","7,248","3,146","452","24","330,732","330,732","26,347","34,800","48,656","45,414","56,056","62,960","36,333","14,747","4,803","583","33","168,494","168,494","13,583","18,430","26,964","23,770","27,113","31,832","18,208","6,990","1,499","95","10","162,238","162,238","12,764","16,370","21,692","21,644","28,943","31,128","18,125","7,757","3,304","488","23","323,819","323,819","24,869","32,456","46,972","43,411","53,279","62,517","38,803","15,628","5,220","631","33","165,062","165,062","12,822","17,138","26,267","22,845","25,860","31,535","19,329","7,423","1,728","105","10","158,757","158,757","12,047","15,318","20,705","20,566","27,419","30,982","19,474","8,205","3,492","526","23","320,064","320,064","23,877","30,560","45,747","42,180","51,653","61,818","41,402","16,471","5,644","678","34","163,198","163,198","12,295","16,170","25,501","22,467","25,173","31,077","20,579","7,856","1,947","125","8","156,866","156,866","11,582","14,390","20,246","19,713","26,480","30,741","20,823","8,615","3,697","553","26","313,819","313,819","22,540","29,145","43,368","40,846","49,604","60,666","43,790","17,133","5,993","721","13","160,055","160,055","11,593","15,408","24,203","21,901","24,419","30,324","21,792","8,144","2,141","130","0","153,764","153,764","10,947","13,737","19,165","18,945","25,185","30,342","21,998","8,989","3,852","591","13"
"울산광역시 동구 (3117000000)","174,514","174,514","19,672","17,496","23,478","31,767","26,844","30,136","17,041","5,805","1,949","300","26","92,144","92,144","10,091","9,186","13,642","17,630","14,187","15,076","9,044","2,766","475","41","6","82,370","82,370","9,581","8,310","9,836","14,137","12,657","15,060","7,997","3,039","1,474","259","20","169,605","169,605","18,713","16,903","21,741","29,854","26,421","28,950","18,250","6,396","2,024","329","24","89,005","89,005","9,617","8,835","12,438","16,477","14,046","14,351","9,529","3,142","525","41","4","80,600","80,600","9,096","8,068","9,303","13,377","12,375","14,599","8,721","3,254","1,499","288","20","164,642","164,642","17,605","16,372","19,956","27,743","25,976","27,924","19,596","6,974","2,148","321","27","86,127","86,127","9,043","8,610","11,194","15,248","13,975","13,749","10,150","3,509","604","39","6","78,515","78,515","8,562","7,762","8,762","12,495","12,001","14,175","9,446","3,465","1,544","282","21","159,656","159,656","16,188","15,858","18,579","25,139","25,685","26,844","21,069","7,611","2,307","353","23","83,391","83,391","8,330","8,337","10,409","13,822","13,858","13,194","10,827","3,862","702","46","4","76,265","76,265","7,858","7,521","8,170","11,317","11,827","13,650","10,242","3,749","1,605","307","19","156,806","156,806","14,889","15,611","17,725","23,042","25,990","25,702","22,709","8,277","2,467","367","27","81,999","81,999","7,618","8,240","10,012","12,688","14,136","12,746","11,471","4,220","812","51","5","74,807","74,807","7,271","7,371","7,713","10,354","11,854","12,956","11,238","4,057","1,655","316","22","154,096","154,096","13,711","15,654","16,724","21,336","26,172","24,775","23,831","8,881","2,645","359","8","80,417","80,417","6,981","8,295","9,374","11,721","14,262","12,480","11,802","4,539","908","54","1","73,679","73,679","6,730","7,359","7,350","9,615","11,910","12,295","12,029","4,342","1,737","305","7"
"울산광역시 북구 (3120000000)","195,285","195,285","24,221","24,087","26,207","32,327","36,111","31,468","12,619","5,671","2,245","316","13","101,096","101,096","12,440","12,675","14,803","16,433","17,985","17,185","6,457","2,458","603","54","3","94,189","94,189","11,781","11,412","11,404","15,894","18,126","14,283","6,162","3,213","1,642","262","10","200,718","200,718","24,669","23,617","26,918","33,017","36,163","33,467","13,963","6,088","2,447","352","17","103,904","103,904","12,717","12,427","15,125","16,842","18,151","18,048","7,206","2,673","654","58","3","96,814","96,814","11,952","11,190","11,793","16,175","18,012","15,419","6,757","3,415","1,793","294","14","206,434","206,434","24,903","23,477","27,473","33,841","36,114","35,780","15,364","6,441","2,645","377","19","106,750","106,750","12,828","12,266","15,402","17,281","18,290","19,023","7,984","2,886","723","63","4","99,684","99,684","12,075","11,211","12,071","16,560","17,824","16,757","7,380","3,555","1,922","314","15","217,796","217,796","26,241","23,860","28,353","35,484","37,945","38,154","17,506","6,943","2,870","423","17","112,588","112,588","13,455","12,500","15,880","18,283","19,333","19,964","9,146","3,146","816","62","3","105,208","105,208","12,786","11,360","12,473","17,201","18,612","18,190","8,360","3,797","2,054","361","14","219,014","219,014","25,296","23,659","27,769","34,264","38,590","38,708","19,850","7,397","3,022","439","20","113,392","113,392","12,989","12,333","15,677","17,843","19,748","19,992","10,413","3,442","885","66","4","105,622","105,622","12,307","11,326","12,092","16,421","18,842","18,716","9,437","3,955","2,137","373","16","218,735","218,735","24,039","23,783","26,213","32,810","39,009","38,898","22,365","7,904","3,224","473","17","113,265","113,265","12,400","12,289","15,040","17,110","20,001","19,842","11,777","3,726","1,006","73","1","105,470","105,470","11,639","11,494","11,173","15,700","19,008","19,056","10,588","4,178","2,218","400","16"
"울산광역시 울주군 (3171000000)","219,255","219,255","21,265","25,571","26,131","29,658","40,575","37,156","21,525","11,625","5,059","662","28","112,895","112,895","10,842","13,486","14,742","15,442","20,905","19,891","11,015","4,952","1,508","109","3","106,360","106,360","10,423","12,085","11,389","14,216","19,670","17,265","10,510","6,673","3,551","553","25","220,718","220,718","20,468","24,953","26,719","28,452","40,193","38,549","23,159","12,128","5,346","718","33","113,851","113,851","10,493","13,151","15,082","14,888","20,650","20,665","11,872","5,317","1,614","115","4","106,867","106,867","9,975","11,802","11,637","13,564","19,543","17,884","11,287","6,811","3,732","603","29","221,842","221,842","19,721","24,231","26,789","28,080","38,889","40,009","24,931","12,710","5,630","819","33","114,514","114,514","10,104","12,737","15,147","14,767","20,031","21,342","12,809","5,712","1,716","146","3","107,328","107,328","9,617","11,494","11,642","13,313","18,858","18,667","12,122","6,998","3,914","673","30","223,167","223,167","19,040","23,378","26,674","27,304","38,249","41,280","27,181","13,096","6,016","916","33","115,145","115,145","9,798","12,227","15,069","14,407","19,621","21,947","14,014","6,026","1,877","155","4","108,022","108,022","9,242","11,151","11,605","12,897","18,628","19,333","13,167","7,070","4,139","761","29","222,538","222,538","17,806","22,472","26,512","25,848","37,317","41,890","29,530","13,741","6,416","972","34","114,918","114,918","9,138","11,693","15,065","13,744","19,102","22,179","15,276","6,481","2,054","181","5","107,620","107,620","8,668","10,779","11,447","12,104","18,215","19,711","14,254","7,260","4,362","791","29","222,059","222,059","16,463","21,953","25,930","24,794","36,072","42,465","32,263","14,245","6,790","1,066","18","114,744","114,744","8,470","11,419","14,838","13,227","18,492","22,367","16,703","6,816","2,213","198","1","107,315","107,315","7,993","10,534","11,092","11,567","17,580","20,098","15,560","7,429","4,577","868","17"
"세종특별자치시  (3600000000)","243,048","243,048","34,911","27,125","26,523","45,951","44,188","29,440","18,159","10,793","5,219","690","49","121,505","121,505","17,731","13,754","13,425","22,401","23,531","15,302","8,898","4,642","1,674","139","8","121,543","121,543","17,180","13,371","13,098","23,550","20,657","14,138","9,261","6,151","3,545","551","41","280,100","280,100","40,172","32,063","30,266","52,407","52,120","33,671","21,100","11,710","5,768","774","49","139,734","139,734","20,501","16,164","15,316","25,381","27,438","17,394","10,392","5,104","1,873","165","6","140,366","140,366","19,671","15,899","14,950","27,026","24,682","16,277","10,708","6,606","3,895","609","43","314,126","314,126","44,452","36,695","34,031","58,381","58,247","38,373","24,261","12,533","6,208","891","54","156,831","156,831","22,778","18,397","17,283","28,358","30,385","19,838","11,948","5,603","2,030","204","7","157,295","157,295","21,674","18,298","16,748","30,023","27,862","18,535","12,313","6,930","4,178","687","47","340,575","340,575","47,249","40,037","36,340","61,464","64,472","42,480","27,208","13,445","6,764","1,063","53","169,845","169,845","24,152","20,094","18,357","29,984","33,224","21,980","13,479","6,078","2,249","239","9","170,730","170,730","23,097","19,943","17,983","31,480","31,248","20,500","13,729","7,367","4,515","824","44","355,831","355,831","47,283","42,677","37,453","61,492","68,831","45,205","30,139","14,392","7,109","1,200","50","177,568","177,568","24,188","21,419","19,050","30,004","35,188","23,494","14,935","6,602","2,415","263","10","178,263","178,263","23,095","21,258","18,403","31,488","33,643","21,711","15,204","7,790","4,694","937","40","371,895","371,895","47,063","45,794","38,510","61,719","72,764","48,876","33,522","14,775","7,557","1,288","27","185,678","185,678","23,984","23,081","19,728","30,131","36,831","25,581","16,596","6,870","2,606","263","7","186,217","186,217","23,079","22,713","18,782","31,588","35,933","23,295","16,926","7,905","4,951","1,025","20"
