"년도","월","자치구명","발생건수","사망자수","부상자수"
2012,3,"중랑구",168,4,237
2012,4,"중랑구",133,1,173
2012,5,"중랑구",178,2,225
2012,6,"중랑구",148,0,176
2012,7,"중랑구",165,0,233
2012,8,"중랑구",154,0,217
2012,9,"중랑구",124,0,169
2012,10,"중랑구",164,0,242
2012,11,"중랑구",156,0,224
2012,12,"중랑구",133,1,199
2012,1,"성북구",112,0,141
2012,2,"성북구",97,3,120
2012,3,"성북구",123,0,158
2012,4,"성북구",116,0,164
2012,5,"성북구",158,0,197
2012,6,"성북구",143,0,185
2012,7,"성북구",161,2,218
2012,8,"성북구",136,0,187
2012,9,"성북구",139,1,182
2012,10,"성북구",124,3,156
2012,11,"성북구",133,2,176
2012,12,"성북구",130,0,171
2012,1,"강북구",80,1,126
2012,2,"강북구",98,1,129
2012,3,"강북구",98,1,113
2012,4,"강북구",108,0,159
2012,5,"강북구",109,1,149
2012,6,"강북구",105,1,140
2012,7,"강북구",112,0,159
2012,8,"강북구",112,1,164
2012,9,"강북구",99,1,134
2012,10,"강북구",110,0,161
2012,11,"강북구",88,1,121
2012,12,"강북구",93,1,125
2012,1,"도봉구",59,1,74
2012,2,"도봉구",60,2,73
2012,3,"도봉구",91,1,126
2012,4,"도봉구",86,1,113
2012,5,"도봉구",80,0,110
2012,6,"도봉구",111,1,146
2012,7,"도봉구",84,0,109
2012,8,"도봉구",70,3,88
2012,9,"도봉구",88,4,117
2012,10,"도봉구",83,1,109
2012,11,"도봉구",96,1,117
2012,12,"도봉구",75,1,112
2012,1,"노원구",132,0,199
2012,2,"노원구",116,2,187
2012,3,"노원구",129,1,172
2012,4,"노원구",149,0,208
2012,5,"노원구",151,0,213
2012,6,"노원구",135,1,198
2012,7,"노원구",132,1,179
2012,8,"노원구",127,4,202
2012,9,"노원구",154,0,222
2012,10,"노원구",156,1,215
2012,11,"노원구",133,2,186
2012,12,"노원구",109,1,149
2012,1,"은평구",99,2,128
2012,2,"은평구",119,2,166
2012,3,"은평구",136,2,218
2012,4,"은평구",126,3,170
2012,5,"은평구",143,1,190
2012,6,"은평구",138,1,187
2012,7,"은평구",131,2,204
2012,8,"은평구",123,0,164
2012,9,"은평구",121,2,184
2012,10,"은평구",133,2,216
2012,11,"은평구",136,3,189
2012,12,"은평구",114,1,181
2012,1,"서대문구",64,1,95
2012,2,"서대문구",102,0,170
2012,3,"서대문구",84,1,127
2012,4,"서대문구",90,0,156
2012,5,"서대문구",96,3,139
2012,6,"서대문구",84,3,111
2012,7,"서대문구",84,0,141
2012,8,"서대문구",57,1,84
2012,9,"서대문구",93,1,151
2012,10,"서대문구",80,0,136
2012,11,"서대문구",107,2,176
2012,12,"서대문구",100,1,159
2012,1,"마포구",111,2,185
2012,2,"마포구",103,1,165
2012,3,"마포구",125,1,170
2012,4,"마포구",131,0,193
2012,5,"마포구",124,0,176
2012,6,"마포구",134,3,233
2012,7,"마포구",131,1,187
2012,8,"마포구",137,2,207
2012,9,"마포구",140,10,185
2012,10,"마포구",136,1,188
2012,11,"마포구",145,0,236
2012,12,"마포구",144,2,238
2012,1,"양천구",90,2,132
2012,2,"양천구",88,1,120
2012,3,"양천구",105,2,141
2012,4,"양천구",139,4,231
2012,5,"양천구",131,0,171
2012,6,"양천구",133,1,187
2012,7,"양천구",130,0,190
2012,8,"양천구",126,0,192
2012,9,"양천구",119,0,174
2012,10,"양천구",115,0,159
2012,11,"양천구",132,0,177
2012,12,"양천구",110,4,162
2012,1,"강서구",151,3,206
2012,2,"강서구",126,1,196
2012,3,"강서구",133,1,216
2012,4,"강서구",151,2,206
2012,5,"강서구",173,2,266
2012,6,"강서구",159,3,212
2012,7,"강서구",150,4,205
2012,8,"강서구",139,1,193
2012,9,"강서구",162,1,232
2012,10,"강서구",158,4,219
2012,11,"강서구",141,1,227
2012,12,"강서구",124,2,195
2012,1,"구로구",134,1,208
2012,2,"구로구",121,1,180
2012,3,"구로구",147,3,211
2012,4,"구로구",146,2,211
2012,5,"구로구",137,1,189
2012,6,"구로구",127,4,181
2012,7,"구로구",122,0,177
2012,8,"구로구",128,0,185
2012,9,"구로구",145,1,229
2012,10,"구로구",121,2,199
2012,11,"구로구",139,5,222
2012,12,"구로구",115,1,174
2012,1,"금천구",82,0,113
2012,2,"금천구",89,1,146
2012,3,"금천구",90,2,117
2012,4,"금천구",96,4,151
2012,5,"금천구",86,2,106
2012,6,"금천구",95,2,140
2012,7,"금천구",110,4,184
2012,8,"금천구",84,0,131
2012,9,"금천구",75,1,111
2012,10,"금천구",71,1,109
2012,11,"금천구",71,1,126
2012,12,"금천구",68,3,106
2012,1,"영등포구",159,2,240
2012,2,"영등포구",159,5,230
2012,3,"영등포구",182,3,232
2012,4,"영등포구",163,4,243
2012,5,"영등포구",184,4,268
2012,6,"영등포구",189,3,286
2012,7,"영등포구",189,2,268
2012,8,"영등포구",188,3,264
2012,9,"영등포구",180,2,261
2012,10,"영등포구",200,1,297
2012,11,"영등포구",202,1,312
2012,12,"영등포구",184,2,305
2012,1,"동작구",101,2,143
2012,2,"동작구",97,2,129
2012,3,"동작구",80,0,102
2012,4,"동작구",106,0,143
2012,5,"동작구",90,1,120
2012,6,"동작구",113,0,159
2012,7,"동작구",93,0,125
2012,8,"동작구",106,3,137
2012,9,"동작구",111,0,167
2012,10,"동작구",133,4,166
2012,11,"동작구",117,2,150
2012,12,"동작구",111,0,166
2012,1,"관악구",109,3,159
2012,2,"관악구",117,2,162
2012,3,"관악구",145,1,201
2012,4,"관악구",159,1,210
2012,5,"관악구",158,1,200
2012,6,"관악구",133,1,173
2012,7,"관악구",150,2,206
2012,8,"관악구",173,1,221
2012,9,"관악구",156,3,205
2012,10,"관악구",124,1,161
2012,11,"관악구",159,1,213
2012,12,"관악구",130,3,188
2012,1,"서초구",164,1,269
2012,2,"서초구",169,0,274
2012,3,"서초구",140,4,220
2012,4,"서초구",171,3,261
2012,5,"서초구",176,1,247
2012,6,"서초구",174,2,273
2012,7,"서초구",165,3,248
2012,8,"서초구",193,2,281
2012,9,"서초구",192,4,308
2012,10,"서초구",164,1,237
2012,11,"서초구",215,3,318
2012,12,"서초구",167,1,278
2012,1,"강남구",303,3,463
2012,2,"강남구",279,1,452
2012,3,"강남구",341,3,515
2012,4,"강남구",305,1,461
2012,5,"강남구",333,1,485
2012,6,"강남구",323,3,457
2012,7,"강남구",363,4,481
2012,8,"강남구",300,3,442
2012,9,"강남구",311,2,448
2012,10,"강남구",303,0,432
2012,11,"강남구",348,2,483
2012,12,"강남구",334,2,547
2012,1,"송파구",201,1,293
2012,2,"송파구",195,1,283
2012,3,"송파구",248,1,349
2012,4,"송파구",251,1,354
2012,5,"송파구",274,1,381
2012,6,"송파구",238,4,342
2012,7,"송파구",235,0,328
2012,8,"송파구",226,1,345
2012,9,"송파구",230,2,313
2012,10,"송파구",254,1,369
2012,11,"송파구",257,1,357
2012,12,"송파구",235,0,346
2012,1,"강동구",94,1,124
2012,2,"강동구",113,2,159
2012,3,"강동구",114,0,157
2012,4,"강동구",122,1,174
2012,5,"강동구",113,2,165
2012,6,"강동구",134,2,170
2012,7,"강동구",120,3,170
2012,8,"강동구",127,3,193
2012,9,"강동구",133,1,186
2012,10,"강동구",128,1,156
2012,11,"강동구",138,1,204
2012,12,"강동구",122,1,171
2013,1,"종로구",109,3,154
2013,2,"종로구",90,1,130
2013,3,"종로구",122,1,173
2013,4,"종로구",118,0,169
2013,5,"종로구",102,1,153
2013,6,"종로구",127,0,175
2013,7,"종로구",96,1,144
2013,8,"종로구",81,1,107
2013,9,"종로구",90,2,113
2013,10,"종로구",108,2,141
2013,11,"종로구",125,0,168
2013,12,"종로구",106,1,143
2013,1,"중구",103,0,154
2013,2,"중구",97,0,132
2013,3,"중구",138,0,188
2013,4,"중구",121,0,170
2013,5,"중구",136,0,187
2013,6,"중구",120,3,179
2013,7,"중구",137,0,184
2013,8,"중구",119,0,174
2013,9,"중구",109,1,153
2013,10,"중구",139,1,168
2013,11,"중구",122,2,157
2013,12,"중구",101,3,129
2013,1,"용산구",100,0,160
2013,2,"용산구",98,0,126
2013,3,"용산구",136,2,190
2013,4,"용산구",104,3,169
2013,5,"용산구",129,1,180
2013,6,"용산구",118,1,170
2013,7,"용산구",119,3,173
2013,8,"용산구",121,1,166
2013,9,"용산구",114,0,163
2013,10,"용산구",115,1,181
2013,11,"용산구",124,0,185
2013,12,"용산구",113,1,160
2013,1,"성동구",70,0,89
2013,2,"성동구",64,1,88
2013,3,"성동구",104,2,129
2013,4,"성동구",96,0,142
2013,5,"성동구",107,0,156
2013,6,"성동구",96,0,140
2013,7,"성동구",80,1,99
2013,8,"성동구",91,0,109
2013,9,"성동구",93,2,124
2013,10,"성동구",114,2,138
2013,11,"성동구",111,0,129
2013,12,"성동구",74,0,115
2013,1,"광진구",88,0,186
2013,2,"광진구",71,1,107
2013,3,"광진구",100,1,155
2013,4,"광진구",106,1,150
2013,5,"광진구",144,0,180
2013,6,"광진구",124,0,166
2013,7,"광진구",103,0,157
2013,8,"광진구",122,0,164
2013,9,"광진구",116,0,171
2013,10,"광진구",121,1,157
2013,11,"광진구",97,3,151
2013,12,"광진구",111,3,172
2013,1,"동대문구",130,2,150
2013,2,"동대문구",111,1,141
2013,3,"동대문구",159,0,203
2013,4,"동대문구",190,0,262
2013,5,"동대문구",189,1,253
2013,6,"동대문구",170,3,223
2013,7,"동대문구",152,3,205
2013,8,"동대문구",166,2,202
2013,9,"동대문구",183,1,229
2013,10,"동대문구",189,2,231
2013,11,"동대문구",177,1,229
2013,12,"동대문구",154,0,196
2013,1,"중랑구",119,0,176
2013,2,"중랑구",130,0,177
2013,3,"중랑구",138,1,181
2013,4,"중랑구",150,0,195
2013,5,"중랑구",138,0,197
2013,6,"중랑구",140,3,193
2013,7,"중랑구",137,1,201
2013,8,"중랑구",145,1,191
2013,9,"중랑구",173,0,232
2013,10,"중랑구",153,0,212
2013,11,"중랑구",153,2,202
2013,12,"중랑구",140,1,212
2013,1,"성북구",112,2,155
2013,2,"성북구",103,0,159
2013,3,"성북구",134,2,186
2013,4,"성북구",97,0,139
2013,5,"성북구",150,0,207
2013,6,"성북구",130,1,180
2013,7,"성북구",137,1,187
2013,8,"성북구",126,0,174
2013,9,"성북구",122,1,178
2013,10,"성북구",151,1,200
2013,11,"성북구",153,1,235
2013,12,"성북구",121,0,149
2013,1,"강북구",76,0,111
2013,2,"강북구",70,0,98
2013,3,"강북구",85,0,113
2013,4,"강북구",85,0,116
2013,5,"강북구",97,1,135
2013,6,"강북구",103,2,126
2013,7,"강북구",99,1,138
2013,8,"강북구",113,1,155
2013,9,"강북구",100,1,127
2013,10,"강북구",100,0,139
2013,11,"강북구",82,0,127
2013,12,"강북구",97,4,140
2013,1,"도봉구",75,1,93
2013,2,"도봉구",63,0,98
2013,3,"도봉구",75,0,109
2013,4,"도봉구",74,0,101
2013,5,"도봉구",79,0,112
2013,6,"도봉구",92,2,123
2013,7,"도봉구",82,0,123
2013,8,"도봉구",77,0,100
2013,9,"도봉구",72,1,85
2013,10,"도봉구",93,2,128
2013,11,"도봉구",72,0,86
2013,12,"도봉구",80,2,101
2013,1,"노원구",105,1,161
2013,2,"노원구",100,1,160
2013,3,"노원구",114,1,160
2013,4,"노원구",121,1,173
2013,5,"노원구",136,1,206
2013,6,"노원구",139,1,223
2013,7,"노원구",118,0,181
2013,8,"노원구",117,1,142
2013,9,"노원구",134,1,177
2013,10,"노원구",151,1,186
2013,11,"노원구",142,3,195
2013,12,"노원구",145,1,211
2013,1,"은평구",93,0,128
2013,2,"은평구",89,1,123
2013,3,"은평구",119,2,175
2013,4,"은평구",133,0,175
2013,5,"은평구",131,1,186
2013,6,"은평구",117,0,158
2013,7,"은평구",91,0,133
2013,8,"은평구",105,0,133
2013,9,"은평구",87,0,123
2013,10,"은평구",104,3,130
2013,11,"은평구",119,2,154
2013,12,"은평구",82,1,98
2013,1,"서대문구",96,1,145
2013,2,"서대문구",76,0,106
2013,3,"서대문구",86,2,135
2013,4,"서대문구",82,2,114
2013,5,"서대문구",91,0,154
2013,6,"서대문구",93,1,145
2013,7,"서대문구",88,1,132
2013,8,"서대문구",86,0,120
2013,9,"서대문구",96,3,135
2013,10,"서대문구",82,1,107
2013,11,"서대문구",106,1,146
2013,12,"서대문구",99,2,139
2013,1,"마포구",117,4,192
2013,2,"마포구",110,4,159
2013,3,"마포구",153,3,218
2013,4,"마포구",158,1,311
2013,5,"마포구",175,2,248
2013,6,"마포구",140,0,193
2013,7,"마포구",136,2,216
2013,8,"마포구",159,0,283
2013,9,"마포구",156,1,216
2013,10,"마포구",158,3,278
2013,11,"마포구",155,1,228
2013,12,"마포구",130,2,190
2013,1,"양천구",95,0,137
2013,2,"양천구",79,0,112
2013,3,"양천구",109,1,159
2013,4,"양천구",114,1,177
2013,5,"양천구",126,2,157
2013,6,"양천구",121,0,166
2013,7,"양천구",123,2,188
2013,8,"양천구",112,0,175
2013,9,"양천구",123,4,153
2013,10,"양천구",117,2,171
2013,11,"양천구",128,1,191
2013,12,"양천구",93,1,119
2013,1,"강서구",129,2,182
2013,2,"강서구",104,3,161
2013,3,"강서구",152,3,193
2013,4,"강서구",153,3,232
2013,5,"강서구",149,1,208
2013,6,"강서구",157,4,237
2013,7,"강서구",151,2,238
2013,8,"강서구",155,2,246
2013,9,"강서구",146,1,214
2013,10,"강서구",168,2,233
2013,11,"강서구",127,2,168
2013,12,"강서구",124,1,205
2013,1,"구로구",117,0,193
2013,2,"구로구",83,0,121
2013,3,"구로구",97,1,152
2013,4,"구로구",127,4,215
2013,5,"구로구",117,3,184
2013,6,"구로구",130,1,202
2013,7,"구로구",131,1,190
2013,8,"구로구",97,3,142
2013,9,"구로구",146,2,208
2013,10,"구로구",139,1,228
2013,11,"구로구",120,0,161
2013,12,"구로구",111,3,169
2013,1,"금천구",93,0,145
2013,2,"금천구",52,1,74
2013,3,"금천구",75,3,127
2013,4,"금천구",84,0,115
2013,5,"금천구",86,2,113
2013,6,"금천구",91,0,143
2013,7,"금천구",73,2,137
2013,8,"금천구",79,1,108
2013,9,"금천구",83,0,127
2013,10,"금천구",85,0,125
2013,11,"금천구",71,0,90
2013,12,"금천구",67,1,115
2013,1,"영등포구",157,2,223
2013,2,"영등포구",144,2,225
2013,3,"영등포구",180,3,266
2013,4,"영등포구",193,1,260
2013,5,"영등포구",194,1,258
2013,6,"영등포구",191,4,260
2013,7,"영등포구",174,1,258
2013,8,"영등포구",177,2,258
2013,9,"영등포구",187,4,244
2013,10,"영등포구",182,3,271
2013,11,"영등포구",191,3,297
2013,12,"영등포구",187,3,308
2013,1,"동작구",94,0,175
2013,2,"동작구",82,0,132
2013,3,"동작구",87,0,110
2013,4,"동작구",108,1,158
2013,5,"동작구",111,0,171
2013,6,"동작구",130,0,186
2013,7,"동작구",117,0,175
2013,8,"동작구",111,0,163
2013,9,"동작구",94,1,128
2013,10,"동작구",88,2,142
2013,11,"동작구",107,4,151
2013,12,"동작구",104,3,157
2013,1,"관악구",139,0,202
2013,2,"관악구",108,0,154
2013,3,"관악구",151,4,214
2013,4,"관악구",156,2,260
2013,5,"관악구",178,3,227
2013,6,"관악구",181,1,259
2013,7,"관악구",134,0,185
2013,8,"관악구",152,1,191
2013,9,"관악구",119,3,158
2013,10,"관악구",149,2,223
2013,11,"관악구",147,1,207
2013,12,"관악구",139,3,202
2013,1,"서초구",186,0,326
2013,2,"서초구",134,1,212
2013,3,"서초구",173,1,259
2013,4,"서초구",179,2,282
2013,5,"서초구",198,2,332
2013,6,"서초구",170,2,268
2013,7,"서초구",177,2,268
2013,8,"서초구",176,0,270
2013,9,"서초구",178,3,266
2013,10,"서초구",169,1,326
